Average of Min and Max,Firstdayeachmonth,Company + Product,Company + Variation,Secured PL,productcount,Extrarepaypoints,dailyrepaypoints,weeklyrepaypoints,Monthlyrepaypoints,fortnightlyrepaypoints,Quarterlyrepaypoints,redrawfacilitypoints,redrawactivationfeepenalty,Unsecuredpoints,earlyexitfeepenalty,totalpoints,norepaymentlimitpoints,Past Year Filter (In Progress),variationidtemp,average_rate,Initial_Repayment,balance_outstanding,Repayment,fees,Total_Cost,Personal/Car Loan Bucketing,Number of Records,Car Loan,Unsecured PL,Adminnotes,applicationfeesdollar (custom sql query1),Applicationfeesdollar,applicationfeespercent (custom sql query1),Applicationfeespercent,collectiondate (custom sql query1),Collectiondate,Companycode,Companyid,Companyname,comparisonratecar,comparisonratepersonal,description (custom sql query1),Description,Docreleasefees,Earlyexitpenaltyfee,Earlyexitpenaltyfeeperiod,Encumbrancecheckfees,extrarepaymentdollarlimits,extrarepaymentdollarlimitsperiod,filename (custom sql query1),filename,Hasearlyexitpenalty,Hasearlyexitpenaltyfeesvaries,Hasredrawfacility,introrate,introterm,Isboatallowed,Iscarloan,Iscontractemploymentaccepted,Isdebtconsolidationallowed,Isdiscontinued,Isextrarepaymentsallowed,Isfulltimeemploymentaccepted,Isfullydrawnadvance,Isholidaysallowed,Islineofcredit,Ismedicalbillallowed,Ismotorcycleallowed,Isnewcarallowed,Isparttimeemploymentaccepted,Ispersonalloan,Isrcspecial,Isrenovationallowed,Isrestrictedtocurrenthlcustomer,Issecuredbydeposit,Issecuredbyproperty,Issecuredbyvehicle,Isselfemploymentaccepted,Issharesallowed,Isspecial,Isstudentallowed,Isusedcarallowed,Isweddingallowed,maxloanamount,maxloanterm,Maxrate,Minimumincome,Minimumyearsaddress,minloanamount,minloanterm,Minrate,Minredrawamount,Missedpaymentpenalty,Ongoingfees,Ongoingfeesfrequency,Otherbenefits,Otherfees,Otherpurposes,Otherrestrictions,productid (custom sql query1),Productid,Redrawactivationfee,Repaymentfreq,Repaymenttype,Securedbyothers,Securedtype,Specialconditions,uuid (custom sql query1),Uuid,variationid
10.99,False,Endeavour Mutual Bank - 581ff6e1a949c9659bf95c5c,Endeavour Mutual Bank - Personal Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Endeavour Mutual Bank - d8c4336a-504a-4cad-875d-161bb1201cf6 - 0 to 84,10.99,652.123089499,,39127.385369951,0,39127.385369951,PnotC,1,,,,,150,,0,19/03/2018,19/03/2018,SEEC,2c0932fe-8554-4853-b9db-77415d1ff31d,Endeavour Mutual Bank,,12.04,Personal Loan,Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,35000,84,10.99,0,0,5000,0,10.99,0,0,0,Monthly,,0,,,581ff6e1a949c96,581ff6e1a949c9659bf95c5c,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,d8c4336a-504a-4cad-875d-161bb1201cf6,d8c4336a-504a-4cad-875d-161bb1201cf6,510809
4.24,False,Endeavour Mutual Bank - 581ff6e1a949c9659bf95c5e,Endeavour Mutual Bank - Term Deposit Secured Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Endeavour Mutual Bank - 0c285374-e4e6-4b31-bc7e-f110420b8d79 - 0 to 999,4.24,555.750786265,,33345.047175873,0,33345.047175873,PnotC,1,,,,,150,,0,19/03/2018,19/03/2018,SEEC,2c0932fe-8554-4853-b9db-77415d1ff31d,Endeavour Mutual Bank,,5.25,Term Deposit Secured Loan,Term Deposit Secured Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,35000,999,4.24,0,0,5000,0,4.24,0,0,0,Monthly,,0,,,581ff6e1a949c96,581ff6e1a949c9659bf95c5e,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,0c285374-e4e6-4b31-bc7e-f110420b8d79,0c285374-e4e6-4b31-bc7e-f110420b8d79,510813
6.79,False,SERVICE ONE Alliance Bank - 581ff6e1a949c9659bf95c60,SERVICE ONE Alliance Bank - Secured Eco Personal Loan Fixed,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,SERVICE ONE Alliance Bank - 3c4af9c1-7f31-4ba8-a60e-7da349f7b7c8 - 0 to 84,6.79,591.068104453,,35464.086267167,300,35764.086267167,PandC,1,,,,,150,,0,19/03/2018,19/03/2018,UNCO,66804615-4a44-4eaf-98b6-7f5b31a5d9b2,SERVICE ONE Alliance Bank,7.36,8.92,Secured Eco Personal Loan Fixed,Secured Eco Personal Loan Fixed,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,75000,84,6.79,0,0,0,0,6.79,0,30,5,Monthly,,0,,,581ff6e1a949c96,581ff6e1a949c9659bf95c60,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,3c4af9c1-7f31-4ba8-a60e-7da349f7b7c8,3c4af9c1-7f31-4ba8-a60e-7da349f7b7c8,510817
7.79,False,SERVICE ONE Alliance Bank - 581ff6e1a949c9659bf95c62,SERVICE ONE Alliance Bank - Secured Personal Loan Fixed,,1,5,0,0.5,0.5,0,0,3,0,0,-3,9,5,3,SERVICE ONE Alliance Bank - 0c041597-e071-461a-ab6c-a74a5a4bbd36 - 0 to 84,7.79,605.281225190,,36316.873511397,300,36616.873511397,PandC,1,,,,,150,,0,19/03/2018,19/03/2018,UNCO,66804615-4a44-4eaf-98b6-7f5b31a5d9b2,SERVICE ONE Alliance Bank,8.35,9.92,Secured Personal Loan Fixed,Secured Personal Loan Fixed,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,YES,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,75000,84,7.79,0,0,0,0,7.79,0,30,5,Monthly,,0,,,581ff6e1a949c96,581ff6e1a949c9659bf95c62,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,0c041597-e071-461a-ab6c-a74a5a4bbd36,0c041597-e071-461a-ab6c-a74a5a4bbd36,510821
9.99,False,SERVICE ONE Alliance Bank - 581ff6e1a949c9659bf95c64,SERVICE ONE Alliance Bank - Unsecured Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,SERVICE ONE Alliance Bank - d6c4c90d-04e0-402c-9d24-0dc2627fbb71 - 0 to 84,9.99,637.263739137,,38235.824348211,300,38535.824348211,PandC,1,,,,,150,,0,19/03/2018,19/03/2018,UNCO,66804615-4a44-4eaf-98b6-7f5b31a5d9b2,SERVICE ONE Alliance Bank,10.55,12.11,Unsecured Personal Loan,Unsecured Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,50000,84,9.99,0,0,0,0,9.99,0,30,5,Monthly,,0,,,581ff6e1a949c96,581ff6e1a949c9659bf95c64,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,d6c4c90d-04e0-402c-9d24-0dc2627fbb71,d6c4c90d-04e0-402c-9d24-0dc2627fbb71,510825
12.74,False,St.George Bank - 581ff6e2a949c9659bf95c6f,St.George Bank - Secured Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,-3,9,5,3,St.George Bank - 2bce4531-aa98-4a4b-a295-a0c00cfde871 - 12 to 84,12.74,678.605943167,,40716.356590049,720,41436.356590049,PandC,1,,,,,195,,0,19/03/2018,19/03/2018,SGBS,7ec5ad39-1f4a-4f5b-b118-c16b9e1b9900,St.George Bank,13.82,16.65,Secured Personal Loan,Secured Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,YES,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,80000,84,12.74,0,0,3000,12,12.74,0,15,12,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c6f,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,2bce4531-aa98-4a4b-a295-a0c00cfde871,2bce4531-aa98-4a4b-a295-a0c00cfde871,510855
17,False,St.George Bank - 581ff6e2a949c9659bf95c73,St.George Bank - Get Set Loan,,1,5,0,0,0.5,0,0,3,0,0,0,8.5,5,3,St.George Bank - 486eedf4-6dfc-4d68-8d1b-a278f871ef24 - 0 to 999,17,745.577273014,,44734.636380835,720,45454.636380835,PandC,1,,,,,150,,0,19/03/2018,19/03/2018,SGBS,7ec5ad39-1f4a-4f5b-b118-c16b9e1b9900,St.George Bank,17.8,19.92,Get Set Loan,Get Set Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,NO,YES,YES,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,50000,999,17,0,0,5000,0,17,0,15,12,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c73,0,"[""Monthly""]",VARIABLE,,UNSECURED,,486eedf4-6dfc-4d68-8d1b-a278f871ef24,486eedf4-6dfc-4d68-8d1b-a278f871ef24,510863
11.49,False,Summerland Credit Union - 581ff6e2a949c9659bf95c75,Summerland Credit Union - General Purpose Loan Secured,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Summerland Credit Union - a54824fb-b3bd-40ff-b8ae-12f32f83a200 - 0 to 84,11.49,659.627623230,,39577.657393794,300,39877.657393794,PnotC,1,,,,,175,,0,19/03/2018,19/03/2018,SUMM,101cf80d-5959-468c-bc8f-e333bcbca536,Summerland Credit Union,,13.78,General Purpose Loan Secured,General Purpose Loan Secured,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,99999999,84,11.49,0,0,5000,0,11.49,0,0,5,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c75,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,a54824fb-b3bd-40ff-b8ae-12f32f83a200,a54824fb-b3bd-40ff-b8ae-12f32f83a200,510869
8.05,False,Summerland Credit Union - 581ff6e2a949c9659bf95c77,Summerland Credit Union - Eco Loan Personal Loan Secured,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Summerland Credit Union - 14ba1a02-1234-4331-b177-31f60ced0853 - 0 to 84,8.05,609.009958626,,36540.597517578,0,36540.597517578,PnotC,1,,,,,130,,0,19/03/2018,19/03/2018,SUMM,101cf80d-5959-468c-bc8f-e333bcbca536,Summerland Credit Union,,8.94,Eco Loan Personal Loan Secured,Eco Loan Personal Loan Secured,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,NO,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,NO,NO,99999999,84,8.05,0,0,3000,0,8.05,0,0,0,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c77,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,14ba1a02-1234-4331-b177-31f60ced0853,14ba1a02-1234-4331-b177-31f60ced0853,510873
13.49,False,Summerland Credit Union - 581ff6e2a949c9659bf95c79,Summerland Credit Union - General Purpose Loan Unsecured,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Summerland Credit Union - 6b80b6c9-ff86-4a0a-a261-1856b9b0291d - 0 to 84,13.49,690.140836319,,41408.450179126,300,41708.450179126,PnotC,1,,,,,175,,0,19/03/2018,19/03/2018,SUMM,101cf80d-5959-468c-bc8f-e333bcbca536,Summerland Credit Union,,15.78,General Purpose Loan Unsecured,General Purpose Loan Unsecured,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,99999999,84,13.49,0,0,5000,0,13.49,0,0,5,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c79,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,6b80b6c9-ff86-4a0a-a261-1856b9b0291d,6b80b6c9-ff86-4a0a-a261-1856b9b0291d,510877
10.05,False,Summerland Credit Union - 581ff6e2a949c9659bf95c7b,Summerland Credit Union - Eco Loan Personal Loan Unsecured,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Summerland Credit Union - 7226d962-66c9-45b9-bd26-30841fbab155 - 0 to 84,10.05,638.149653330,,38288.979199792,0,38288.979199792,PnotC,1,,,,,130,,0,19/03/2018,19/03/2018,SUMM,101cf80d-5959-468c-bc8f-e333bcbca536,Summerland Credit Union,,10.95,Eco Loan Personal Loan Unsecured,Eco Loan Personal Loan Unsecured,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,NO,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,NO,NO,99999999,84,10.05,0,0,3000,0,10.05,0,0,0,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c7b,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,7226d962-66c9-45b9-bd26-30841fbab155,7226d962-66c9-45b9-bd26-30841fbab155,510883
5.99,False,Suncorp Bank - 581ff6e2a949c9659bf95c7d,Suncorp Bank - Secured Car Loan,,1,5,0,0.5,0.5,0,0,0,0,0,-3,6,5,3,Suncorp Bank - a6a51106-8ca6-41e1-a842-4df8b46f6424 - 1 to 84,5.99,579.844559953,,34790.673597184,300,35090.673597184,CnotP,1,,,,,175,,0,19/03/2018,19/03/2018,SUMW,1ad010bf-5b30-4d8c-94aa-271a23edb3a8,Suncorp Bank,6.59,,Secured Car Loan,Secured Car Loan,0,300,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,YES,UNKNOWN,NO,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,NO,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,80000,84,5.99,0,0,5000,1,5.99,0,20,5,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c7d,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,a6a51106-8ca6-41e1-a842-4df8b46f6424,a6a51106-8ca6-41e1-a842-4df8b46f6424,510887
8.39,False,Teachers Mutual Bank - 581ff6e2a949c9659bf95c80,Teachers Mutual Bank - Secured New Car Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Teachers Mutual Bank - db0a0e6d-17b3-4a6b-8d81-0a2be548e878 - 0 to 96,8.39,613.906688593,,36834.401315559,0,36834.401315559,CnotP,1,,,,,100,,0,19/03/2018,19/03/2018,NSWT,4a322ff1-bf35-40f9-8ebe-c185aeca7680,Teachers Mutual Bank,8.53,9.08,Secured New Car Loan,Secured New Car Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,NO,NO,80000,96,8.39,0,0,10000,0,8.39,0,10,0,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c80,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,db0a0e6d-17b3-4a6b-8d81-0a2be548e878,db0a0e6d-17b3-4a6b-8d81-0a2be548e878,510891
13.19,False,Teachers Mutual Bank - 581ff6e2a949c9659bf95c82,Teachers Mutual Bank - All Purpose Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Teachers Mutual Bank - 1bc7eea5-83dc-4efc-bbc9-df98bb07585e - 0 to 72,13.19,685.513624100,,41130.817446022,0,41130.817446022,PandC,1,,,,,100,,0,19/03/2018,19/03/2018,NSWT,4a322ff1-bf35-40f9-8ebe-c185aeca7680,Teachers Mutual Bank,13.34,13.9,All Purpose Personal Loan,All Purpose Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,80000,72,13.19,0,0,2000,0,13.19,0,10,0,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c82,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,1bc7eea5-83dc-4efc-bbc9-df98bb07585e,1bc7eea5-83dc-4efc-bbc9-df98bb07585e,510895
15.05,False,The Mac - 581ff6e2a949c9659bf95c92,The Mac - Personal Overdraft,,1,0,0,0.5,0.5,0,0,0,0,0,0,1,5,3,The Mac - d9aae18a-1261-4fd2-ace1-b12fd55bbd41 - 0 to 999,15.05,714.485512788,,42869.130767269,0,42869.130767269,PnotC,1,,,,,150,,0,19/03/2018,19/03/2018,MCAN,066a5695-1373-4665-80e1-7f7018b982f4,The Mac,,16.12,Personal Overdraft,Personal Overdraft,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,NO,UNKNOWN,YES,False,NO,UNKNOWN,NO,YES,YES,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,100000,999,15.05,0,0,1000,0,15.05,0,0,0,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c92,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,d9aae18a-1261-4fd2-ace1-b12fd55bbd41,d9aae18a-1261-4fd2-ace1-b12fd55bbd41,510935
15.49,False,The Mac - 581ff6e3a949c9659bf95c96,The Mac - Personal Loan Unsecured,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,The Mac - 030f4fa4-4cda-4868-9527-e3313e9babae - 0 to 84,15.49,721.437303211,,43286.238192634,0,43286.238192634,PnotC,1,,,,,150,,0,19/03/2018,19/03/2018,MCAN,066a5695-1373-4665-80e1-7f7018b982f4,The Mac,,16.57,Personal Loan Unsecured,Personal Loan Unsecured,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,100000,84,15.49,0,0,1000,0,15.49,0,0,0,Monthly,,0,,,581ff6e3a949c96,581ff6e3a949c9659bf95c96,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,030f4fa4-4cda-4868-9527-e3313e9babae,030f4fa4-4cda-4868-9527-e3313e9babae,510943
13.25,False,Transport Mutual Credit Union - 581ff6e3a949c9659bf95ca1,Transport Mutual Credit Union - Car Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Transport Mutual Credit Union - dc5de83f-5ee4-4ef4-9fec-d0297c0ed216 - 12 to 84,13.25,686.437654523,,41186.259271363,0,41186.259271363,CnotP,1,,,,,0,,0,19/03/2018,19/03/2018,RTAN,dbe26408-03ed-4381-a033-cb2a3a8571ca,Transport Mutual Credit Union,13.25,,Car Loan,Car Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,99999999,84,13.25,0,0,5000,12,13.25,0,0,0,Monthly,,0,,,581ff6e3a949c96,581ff6e3a949c9659bf95ca1,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,dc5de83f-5ee4-4ef4-9fec-d0297c0ed216,dc5de83f-5ee4-4ef4-9fec-d0297c0ed216,510963
13.19,False,UniBank - 581ff6e3a949c9659bf95ca5,UniBank - All Purpose Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,UniBank - 3d054c83-1b11-4ce4-98ba-7b004513addf - 1 to 72,13.19,685.513624100,,41130.817446022,0,41130.817446022,PandC,1,,,,,100,,0,19/03/2018,19/03/2018,UNIW,4cffb76c-2c09-4e88-b94b-e0443e7930b6,UniBank,13.34,13.9,All Purpose Personal Loan,All Purpose Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,80000,72,13.19,0,0,2000,1,13.19,0,10,0,Monthly,,0,,,581ff6e3a949c96,581ff6e3a949c9659bf95ca5,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,3d054c83-1b11-4ce4-98ba-7b004513addf,3d054c83-1b11-4ce4-98ba-7b004513addf,510971
9.35,False,Bank First - 581ff6e3a949c9659bf95cb3,Bank First - Green Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Bank First - 9b990f3a-7543-42fe-ae42-9db22d8244ab - 0 to 108,9.35,627.858994238,,37671.539654274,0,37671.539654274,PnotC,1,,,,,150,,0,19/03/2018,19/03/2018,VTU,c53a0caf-3efd-4b12-aaeb-9cb7a5b05cb8,Bank First,,10.39,Green Personal Loan,Green Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,99999999,108,9.35,0,0,0,0,9.35,0,20,0,Monthly,,0,,,581ff6e3a949c96,581ff6e3a949c9659bf95cb3,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,9b990f3a-7543-42fe-ae42-9db22d8244ab,9b990f3a-7543-42fe-ae42-9db22d8244ab,511023
11.74,False,Bank First - 581ff6e3a949c9659bf95cb7,Bank First - Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Bank First - 4ed1ed10-408a-4e25-8482-fd1a95bddf0a - 0 to 108,11.74,663.398532165,,39803.911929879,0,39803.911929879,PnotC,1,,,,,150,,0,19/03/2018,19/03/2018,VTU,c53a0caf-3efd-4b12-aaeb-9cb7a5b05cb8,Bank First,,12.79,Personal Loan,Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,99999999,108,11.74,0,0,5000,0,11.74,0,20,0,Monthly,,0,,,581ff6e3a949c96,581ff6e3a949c9659bf95cb7,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,4ed1ed10-408a-4e25-8482-fd1a95bddf0a,4ed1ed10-408a-4e25-8482-fd1a95bddf0a,511031
8.79,False,Bank First - 581ff6e3a949c9659bf95cb9,Bank First - New Car Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Bank First - d2c52c03-596e-43ab-8ebd-c416cfdd611d - 0 to 108,8.79,619.697520740,,37181.851244422,0,37181.851244422,PandC,1,,,,,150,,0,19/03/2018,19/03/2018,VTU,c53a0caf-3efd-4b12-aaeb-9cb7a5b05cb8,Bank First,9,9.82,New Car Loan,New Car Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,YES,UNKNOWN,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,NO,NO,99999999,108,8.79,0,0,10000,0,8.79,0,20,0,Monthly,,0,,,581ff6e3a949c96,581ff6e3a949c9659bf95cb9,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,d2c52c03-596e-43ab-8ebd-c416cfdd611d,d2c52c03-596e-43ab-8ebd-c416cfdd611d,511035
