Average of Min and Max,Firstdayeachmonth,Company + Product,Company + Variation,Secured PL,productcount,Extrarepaypoints,dailyrepaypoints,weeklyrepaypoints,Monthlyrepaypoints,fortnightlyrepaypoints,Quarterlyrepaypoints,redrawfacilitypoints,redrawactivationfeepenalty,Unsecuredpoints,earlyexitfeepenalty,totalpoints,norepaymentlimitpoints,Past Year Filter (In Progress),variationidtemp,average_rate,Initial_Repayment,balance_outstanding,Repayment,fees,Total_Cost,Personal/Car Loan Bucketing,Number of Records,Car Loan,Unsecured PL,Adminnotes,applicationfeesdollar (custom sql query1),Applicationfeesdollar,applicationfeespercent (custom sql query1),Applicationfeespercent,collectiondate (custom sql query1),Collectiondate,Companycode,Companyid,Companyname,comparisonratecar,comparisonratepersonal,description (custom sql query1),Description,Docreleasefees,Earlyexitpenaltyfee,Earlyexitpenaltyfeeperiod,Encumbrancecheckfees,extrarepaymentdollarlimits,extrarepaymentdollarlimitsperiod,filename (custom sql query1),filename,Hasearlyexitpenalty,Hasearlyexitpenaltyfeesvaries,Hasredrawfacility,introrate,introterm,Isboatallowed,Iscarloan,Iscontractemploymentaccepted,Isdebtconsolidationallowed,Isdiscontinued,Isextrarepaymentsallowed,Isfulltimeemploymentaccepted,Isfullydrawnadvance,Isholidaysallowed,Islineofcredit,Ismedicalbillallowed,Ismotorcycleallowed,Isnewcarallowed,Isparttimeemploymentaccepted,Ispersonalloan,Isrcspecial,Isrenovationallowed,Isrestrictedtocurrenthlcustomer,Issecuredbydeposit,Issecuredbyproperty,Issecuredbyvehicle,Isselfemploymentaccepted,Issharesallowed,Isspecial,Isstudentallowed,Isusedcarallowed,Isweddingallowed,maxloanamount,maxloanterm,Maxrate,Minimumincome,Minimumyearsaddress,minloanamount,minloanterm,Minrate,Minredrawamount,Missedpaymentpenalty,Ongoingfees,Ongoingfeesfrequency,Otherbenefits,Otherfees,Otherpurposes,Otherrestrictions,productid (custom sql query1),Productid,Redrawactivationfee,Repaymentfreq,Repaymenttype,Securedbyothers,Securedtype,Specialconditions,uuid (custom sql query1),Uuid,variationid
9.79,False,Bank First - 581ff6e3a949c9659bf95cbb,Bank First - Used Car Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Bank First - d22a16f3-9fa7-4254-a5f6-526d3a13077e - 0 to 108,9.79,634.315911155,,38058.954669290,0,38058.954669290,PandC,1,,,,,150,,0,19/03/2018,19/03/2018,VTU,c53a0caf-3efd-4b12-aaeb-9cb7a5b05cb8,Bank First,10.01,10.83,Used Car Loan,Used Car Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,UNKNOWN,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,99999999,108,9.79,0,0,5000,0,9.79,0,20,0,Monthly,,0,,,581ff6e3a949c96,581ff6e3a949c9659bf95cbb,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,d22a16f3-9fa7-4254-a5f6-526d3a13077e,d22a16f3-9fa7-4254-a5f6-526d3a13077e,511039
8.29,False,Bank First - 581ff6e3a949c9659bf95cbd,Bank First - Green Car Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Bank First - b0d31561-02e3-4e82-9162-caf72dc366f1 - 0 to 108,8.29,612.464041447,,36747.842486818,0,36747.842486818,PandC,1,,,,,150,,0,19/03/2018,19/03/2018,VTU,c53a0caf-3efd-4b12-aaeb-9cb7a5b05cb8,Bank First,8.5,9.32,Green Car Loan,Green Car Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,YES,UNKNOWN,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,NO,NO,99999999,108,8.29,0,0,5000,0,8.29,0,20,0,Monthly,,0,,,581ff6e3a949c96,581ff6e3a949c9659bf95cbd,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,b0d31561-02e3-4e82-9162-caf72dc366f1,b0d31561-02e3-4e82-9162-caf72dc366f1,511043
8.49,False,Westpac - 581ff6e3a949c9659bf95cbf,Westpac - Car Loan,,1,5,0,0.5,0.5,0,0,0,0,0,-3,6,5,3,Westpac - 35d129ac-51ea-460d-8008-099228f8eda1 - 12 to 84,8.49,615.351361193,,36921.081671608,720,37641.081671608,CnotP,1,,,,,250,,0,19/03/2018,19/03/2018,WSBL,ba0b6c26-653a-4388-b79c-b7c84cdc2a35,Westpac,9.68,,Car Loan,Car Loan,0,175,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,YES,UNKNOWN,NO,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,100000,84,8.49,0,0,10000,12,8.49,0,9,12,Monthly,,0,,,581ff6e3a949c96,581ff6e3a949c9659bf95cbf,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,35d129ac-51ea-460d-8008-099228f8eda1,35d129ac-51ea-460d-8008-099228f8eda1,511047
12.99,False,Westpac - 581ff6e4a949c9659bf95cc1,Westpac - Unsecured Personal Loan,,1,5,0,0.5,0.5,0,0,0,0,0,-3,6,5,3,Westpac - db70a38d-eff5-4fe9-9b19-2b4d08ec2078 - 12 to 84,12.99,682.438628198,,40946.317691853,720,41666.317691853,PandC,1,,,,,250,,0,19/03/2018,19/03/2018,WSBL,ba0b6c26-653a-4388-b79c-b7c84cdc2a35,Westpac,14.15,17.3,Unsecured Personal Loan,Unsecured Personal Loan,0,175,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,YES,UNKNOWN,NO,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,50000,84,12.99,0,0,4000,12,12.99,0,9,12,Monthly,,0,,,581ff6e4a949c96,581ff6e4a949c9659bf95cc1,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,UNSECURED,,db70a38d-eff5-4fe9-9b19-2b4d08ec2078,db70a38d-eff5-4fe9-9b19-2b4d08ec2078,511051
11.64,False,Woolworths Employees CU - 581ff6e4a949c9659bf95cc3,Woolworths Employees CU - Used Car Loan (Car 19 to 60 Months),,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Woolworths Employees CU - ef60bfe9-dec4-49cf-9f4e-c1024a20e3fa - 6 to 72,11.64,661.888679439,,39713.320766347,0,39713.320766347,CnotP,1,,,,,100,,0,19/03/2018,19/03/2018,WECU,7cfe8305-ad66-4bdd-b180-6d7820913d81,Woolworths Employees CU,11.79,12.34,Used Car Loan (Car 19 to 60 Months),Used Car Loan (Car 19 to 60 Months),0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,50000,72,11.64,0,0,1000,6,11.64,0,22,0,Monthly,,0,,,581ff6e4a949c96,581ff6e4a949c9659bf95cc3,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,ef60bfe9-dec4-49cf-9f4e-c1024a20e3fa,ef60bfe9-dec4-49cf-9f4e-c1024a20e3fa,511055
8.64,False,Woolworths Employees CU - 581ff6e4a949c9659bf95cc7,Woolworths Employees CU - New Car Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Woolworths Employees CU - 6bd86a26-28a7-4bde-96c8-de3c592da6b7 - 6 to 72,8.64,617.522165427,,37051.329925638,0,37051.329925638,CnotP,1,,,,,100,,0,19/03/2018,19/03/2018,WECU,7cfe8305-ad66-4bdd-b180-6d7820913d81,Woolworths Employees CU,8.78,9.33,New Car Loan,New Car Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,NO,NO,50000,72,8.64,0,0,1000,6,8.64,0,22,0,Monthly,,0,,,581ff6e4a949c96,581ff6e4a949c9659bf95cc7,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,6bd86a26-28a7-4bde-96c8-de3c592da6b7,6bd86a26-28a7-4bde-96c8-de3c592da6b7,511063
10.99,False,CUA - 58474bf629c63a0012a09381,CUA - Discount Personal Loan Fixed,,1,5,0,0,0,0,0,3,0,0,0,8,5,3,CUA - a7da4a9a-66b5-4038-ace0-a25d548603a8 - 1 to 84,10.99,652.123089499,,39127.385369951,0,39127.385369951,PandC,1,,,,,0,,0,19/03/2018,19/03/2018,CUA,e8674789-c12d-4413-8e73-bdedbb1547f3,CUA,10.99,10.99,Discount Personal Loan Fixed,Discount Personal Loan Fixed,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,UNKNOWN,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,YES,YES,UNKNOWN,60000,84,10.99,0,0,30000,1,10.99,0,0,0,Monthly,,0,,,58474bf629c63a0,58474bf629c63a0012a09381,0,[],FIXED,,UNSECURED,,a7da4a9a-66b5-4038-ace0-a25d548603a8,a7da4a9a-66b5-4038-ace0-a25d548603a8,511071
11.89,False,CUA - 58474d49d44d7e0013bdde7b,CUA - Unsecured Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,CUA - fd3b6618-c5a8-4414-b2fb-6384533478a5 - 0 to 84,11.89,665.667030678,,39940.021840687,0,39940.021840687,PandC,1,,,,,0,,0,19/03/2018,19/03/2018,CUA,e8674789-c12d-4413-8e73-bdedbb1547f3,CUA,11.89,11.89,Unsecured Personal Loan,Unsecured Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,UNKNOWN,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,YES,YES,UNKNOWN,60000,84,11.89,0,0,5000,0,11.89,0,0,0,Monthly,,0,,,58474d49d44d7e0,58474d49d44d7e0013bdde7b,0,"[""Monthly"",""Fortnightly"",""Weekly""]",VARIABLE,,UNSECURED,,fd3b6618-c5a8-4414-b2fb-6384533478a5,fd3b6618-c5a8-4414-b2fb-6384533478a5,511075
10.69,False,MOVE - People Driven Banking - 5849e1efc122280012ac5133,MOVE - People Driven Banking - Used Car Loan,,1,0,0,0.5,0.5,0,0,3,0,0,0,4,5,3,MOVE - People Driven Banking - 2aec7fc3-237f-4f5e-8949-91634e3763d2 - 1 to 84,10.69,647.644287477,,38858.657248616,0,38858.657248616,CnotP,1,,,,,195,,0,19/03/2018,19/03/2018,QRCU,043b94ff-0e6c-4264-a3ed-120bcea3f41e,MOVE - People Driven Banking,10.97,,Used Car Loan,Used Car Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,UNKNOWN,YES,UNKNOWN,YES,False,UNKNOWN,UNKNOWN,YES,NO,NO,UNKNOWN,UNKNOWN,NO,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,YES,YES,UNKNOWN,75000,84,10.69,0,0,10000,1,10.69,0,0,0,Weekly,,0,,,5849e1efc122280,5849e1efc122280012ac5133,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,2aec7fc3-237f-4f5e-8949-91634e3763d2,2aec7fc3-237f-4f5e-8949-91634e3763d2,511083
13.74,False,MOVE - People Driven Banking - 5849e99f533dff00137eb4d3,MOVE - People Driven Banking - Personal Loan,,1,0,0,0.5,0.5,0,0,3,0,0,0,4,5,3,MOVE - People Driven Banking - fa7b41ef-95b6-42fe-b574-de4c66c32e4c - 1 to 84,13.74,694.010312229,,41640.618733723,150,41790.618733723,PandC,1,,,,150,150,,0,19/03/2018,19/03/2018,QRCU,043b94ff-0e6c-4264-a3ed-120bcea3f41e,MOVE - People Driven Banking,13.96,14.8,Personal Loan,Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,UNKNOWN,YES,UNKNOWN,YES,False,UNKNOWN,UNKNOWN,YES,YES,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,YES,YES,UNKNOWN,75000,84,13.74,0,0,2000,1,13.74,0,0,0,Weekly,,0,,,5849e99f533dff0,5849e99f533dff00137eb4d3,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,fa7b41ef-95b6-42fe-b574-de4c66c32e4c,fa7b41ef-95b6-42fe-b574-de4c66c32e4c,511087
6.79,False,CUA - 584a1e80c122280012ac5140,CUA - Secured Car Loan Fixed,,1,5,0,0,0,0,0,3,0,0,0,8,5,3,CUA - 37b8064c-424c-4a0a-8fea-3dfc1e15fce6 - 0 to 84,6.79,591.068104453,,35464.086267167,0,35464.086267167,CnotP,1,,,,,0,,0,19/03/2018,19/03/2018,CUA,e8674789-c12d-4413-8e73-bdedbb1547f3,CUA,6.79,,Secured Car Loan Fixed,Secured Car Loan Fixed,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,YES,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,100000,84,6.79,0,0,5000,0,6.79,0,0,0,Monthly,,0,,,584a1e80c122280,584a1e80c122280012ac5140,0,[],FIXED,,SECURED,,37b8064c-424c-4a0a-8fea-3dfc1e15fce6,37b8064c-424c-4a0a-8fea-3dfc1e15fce6,511099
8.49,False,QBANK - 585755557f58de00140d2cae,QBANK - Car Loan,,1,0,0,0.5,0.5,0,0,3,0,0,0,4,5,3,QBANK - 887f5bed-d46d-4b10-9ef4-15b1933dcb62 - 0 to 84,8.49,615.351361193,,36921.081671608,30,36951.081671608,CnotP,1,,,,,150,,0,19/03/2018,19/03/2018,QPCU,f2c804e6-7865-404c-aaef-945f8ae12cdf,QBANK,8.7,,Car Loan,Car Loan,30,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,NO,False,UNKNOWN,UNKNOWN,YES,NO,NO,NO,YES,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,100000,84,8.49,0,0,1000,0,8.49,0,0,0,Monthly,,0,,,585755557f58de0,585755557f58de00140d2cae,0,"[""Fortnightly"",""Weekly"",""Monthly""]",VARIABLE,,SECURED,,887f5bed-d46d-4b10-9ef4-15b1933dcb62,887f5bed-d46d-4b10-9ef4-15b1933dcb62,511107
5.99,False,Credit Union SA - 589ab2c2e82edc0014238440,Credit Union SA - Special Fixed Rate Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Credit Union SA - e9ac59b3-19d3-4e90-ab76-d53951c3db74 - 12 to 84,5.99,579.844559953,,34790.673597184,0,34790.673597184,PandC,1,,,,,195,,0,19/03/2018,19/03/2018,SCUL,2a4032a0-8088-4c35-b671-e6ba4b9a6b95,Credit Union SA,6.26,7.32,Special Fixed Rate Personal Loan,Special Fixed Rate Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,99999999,84,5.99,0,0,5000,12,5.99,0,10,0,Monthly,,0,,,589ab2c2e82edc0,589ab2c2e82edc0014238440,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,e9ac59b3-19d3-4e90-ab76-d53951c3db74,e9ac59b3-19d3-4e90-ab76-d53951c3db74,511127
9.45,False,Hunter United - 58d1f173c3a0b851ee6ebe0a,Hunter United - Secured Personal Loan (Used Car > 5 Years),,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Hunter United - 744a0bf6-aeec-452d-af48-268e40d6a38e - 0 to 84,9.45,629.323054209,,37759.383252541,480,38239.383252541,CnotP,1,,,,,250,,0,19/03/2018,19/03/2018,HUEC,2efe9eeb-6565-42c7-9497-b1a11a43a7d1,Hunter United,10.36,,Secured Personal Loan (Used Car > 5 Years),Secured Personal Loan (Used Car > 5 Years),0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,YES,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,NO,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,70000,84,9.45,0,0,0,0,9.45,0,20,8,Monthly,,0,,,58d1f173c3a0b85,58d1f173c3a0b851ee6ebe0a,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,744a0bf6-aeec-452d-af48-268e40d6a38e,744a0bf6-aeec-452d-af48-268e40d6a38e,511139
9.99,False,Pepper - 5927b5766e5b9d31fbdc1481,Pepper - Car loan,,1,0,0,0,0,0,0,0,0,0,0,0,5,3,Pepper - 60ac8642-1ac6-4d43-9403-dc7ea7d392d4 - 12 to 84,9.99,637.263739137,,38235.824348211,360,38595.824348211,CnotP,1,,,,,410,,0,19/03/2018,19/03/2018,PEPP,445bd82f-6ce8-434f-acd5-266ddb25c577,Pepper,9,,Car loan,Car loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,,UNKNOWN,UNKNOWN,,,YES,YES,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,YES,UNKNOWN,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,UNKNOWN,300000,84,11.99,0,0,0,12,7.99,0,0,6,Monthly,,0,,,5927b5766e5b9d3,5927b5766e5b9d31fbdc1481,0,[],FIXED,,SECURED,,60ac8642-1ac6-4d43-9403-dc7ea7d392d4,60ac8642-1ac6-4d43-9403-dc7ea7d392d4,511151
9.2,False,CarLoans.com.au - 594cb5056b6f31783eba1b18,CarLoans.com.au - PrimeEdge Used Car Loan,,1,5,0,0,0,0,0,0,0,0,-3,5,5,3,CarLoans.com.au - 8a99a912-1c92-4183-8cf9-bd83010b70d3 - 12 to 84,9.2,625.666681977,,37540.000918592,419.4,37959.400918592,CnotP,1,,,,,399,,0,19/03/2018,19/03/2018,1234,458b0626-d4ae-4985-8e5c-cc4c75be8f2e,CarLoans.com.au,6.46,,PrimeEdge Used Car Loan,PrimeEdge Used Car Loan,0,699,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,YES,UNKNOWN,UNKNOWN,,,UNKNOWN,YES,UNKNOWN,UNKNOWN,False,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,UNKNOWN,100000,84,13,0,0,7500,12,5.4,0,10,6.99,Monthly,,0,,,594cb5056b6f317,594cb5056b6f31783eba1b18,0,[],FIXED,,SECURED,,8a99a912-1c92-4183-8cf9-bd83010b70d3,8a99a912-1c92-4183-8cf9-bd83010b70d3,511155
6.99,False,QBANK - 596bf590da2836554d4e3ae6,QBANK - New Car Loan,,1,0,0,0.5,0.5,0,0,3,0,0,0,4,5,3,QBANK - ab7e29f4-619c-4ad0-ab0c-922424c6445b - 0 to 84,6.99,593.894425896,,35633.665553778,30,35663.665553778,CnotP,1,,,,,150,,0,19/03/2018,19/03/2018,QPCU,f2c804e6-7865-404c-aaef-945f8ae12cdf,QBANK,7.2,,New Car Loan,New Car Loan,30,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,NO,False,UNKNOWN,UNKNOWN,YES,NO,NO,NO,YES,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,100000,84,6.99,0,0,1000,0,6.99,0,0,0,Monthly,,0,,,596bf590da28365,596bf590da2836554d4e3ae6,0,"[""Fortnightly"",""Weekly"",""Monthly""]",VARIABLE,,SECURED,,ab7e29f4-619c-4ad0-ab0c-922424c6445b,ab7e29f4-619c-4ad0-ab0c-922424c6445b,511159
17.995,False,Bankstown City Unity Bank - 599b8da4cd23211a82082d6e,Bankstown City Unity Bank - Consolidator,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Bankstown City Unity Bank - 6c44e15e-82a1-4d46-b2a6-8377cd74a63c - 0 to 84,17.995,761.721225460,,45703.273527593,,,PnotC,1,,,,,150,,0,19/03/2018,19/03/2018,BCCU,37ed7cb7-495d-435e-9b03-0c20a2a51f44,Bankstown City Unity Bank,,18.66,Consolidator,Consolidator,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,NO,UNKNOWN,YES,False,YES,UNKNOWN,NO,YES,YES,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,9999999,84,18.42,0,0,2000,0,17.57,0,0,,Annually,,0,,,599b8da4cd23211,599b8da4cd23211a82082d6e,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,6c44e15e-82a1-4d46-b2a6-8377cd74a63c,6c44e15e-82a1-4d46-b2a6-8377cd74a63c,511181
10.99,False,Liberty Financial - 59a5fbe25fab23112557d7bd,Liberty Financial - Personal Choice,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Liberty Financial - 93926824-6d21-47ca-a142-f4c263a1bf32 - 12 to 84,10.99,652.123089499,,39127.385369951,,,PnotC,1,,,,,195,,0,19/03/2018,19/03/2018,LIB,26c42b61-1125-4b28-b19c-3880ef7d3d10,Liberty Financial,,12.36,Personal Choice,Personal Choice,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,,UNKNOWN,YES,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,50000,84,10.99,0,0,5000,12,10.99,0,0,,Monthly,,0,,,59a5fbe25fab231,59a5fbe25fab23112557d7bd,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,UNSECURED,,93926824-6d21-47ca-a142-f4c263a1bf32,93926824-6d21-47ca-a142-f4c263a1bf32,511185
5.39,False,MOVE - People Driven Banking - 59d6b0431dd03f109bcfdb75,MOVE - People Driven Banking - New Car Loan Fixed,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,MOVE - People Driven Banking - 37161146-6a72-4246-a466-aa844bb0e061 - 1 to 84,5.39,571.512929650,,34290.775778987,0,34290.775778987,CnotP,1,,,,,195,,0,19/03/2018,19/03/2018,QRCU,043b94ff-0e6c-4264-a3ed-120bcea3f41e,MOVE - People Driven Banking,5.66,,New Car Loan Fixed,New Car Loan Fixed,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,UNKNOWN,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,NO,NO,UNKNOWN,YES,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,YES,NO,UNKNOWN,100000,84,5.39,0,0,10000,1,5.39,0,0,0,Weekly,,0,,,59d6b0431dd03f1,59d6b0431dd03f109bcfdb75,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,37161146-6a72-4246-a466-aa844bb0e061,37161146-6a72-4246-a466-aa844bb0e061,511221
9.75,False,Queensland Country Credit Union - 59e7fbde2ba05761be1c31ee,Queensland Country Credit Union - Secured Personal Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Queensland Country Credit Union - 9152a7bc-6c88-4ce6-9306-16bf5a6f8133 - 12 to 84,9.75,633.727309715,,38023.638582901,720,38743.638582901,PandC,1,,,,120,120,,0,19/03/2018,19/03/2018,,da142bac-3d31-4c19-92af-2510b72b691a,Queensland Country Credit Union,10.61,12.73,Secured Personal Loan,Secured Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,,UNKNOWN,NO,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,UNKNOWN,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,50000,84,9.75,0,0,1000,12,9.75,0,40,10,Monthly,,0,,,59e7fbde2ba0576,59e7fbde2ba05761be1c31ee,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,9152a7bc-6c88-4ce6-9306-16bf5a6f8133,9152a7bc-6c88-4ce6-9306-16bf5a6f8133,511225
